state_abbr,state,county,fips,population,obesity,diabetes,inactivity
OK,Oklahoma,Haskell,40061,"11,832",42.2,15.4,36.3
IL,Illinois,Lake,17097,"708,760",32.9,11.2,19.9
KS,Kansas,Atchison,20005,"16,016",37.0,11.2,27.7
AK,Alaska,Anchorage,02020,"286,075",35.0,8.9,19.8
OK,Oklahoma,Seminole,40133,"23,565",45.0,16.1,37.9
WV,West Virginia,Mineral,54057,"26,867",39.3,15.2,30.9
MN,Minnesota,Blue Earth,27013,"70,006",33.8,9.4,23.0
NE,Nebraska,Buffalo,31019,"50,697",37.3,9.6,23.7
VA,Virginia,Albemarle,51003,"115,676",28.2,10.2,19.4
TX,Texas,Hemphill,48211,"3,189",32.7,11.6,25.5
MO,Missouri,Shelby,29205,"5,931",40.3,14.9,34.9
MO,Missouri,Carroll,29033,"8,391",38.6,13.9,33.7
TN,Tennessee,Dyer,47045,"36,498",39.4,14.9,30.5
SD,South Dakota,Minnehaha,46099,"206,930",37.4,10.6,23.3
IA,Iowa,Chickasaw,19037,"11,658",39.4,12.6,27.5
NY,New York,Seneca,36099,"32,349",34.7,11.6,28.4
MN,Minnesota,Faribault,27043,"13,873",37.6,12.8,28.9
NE,Nebraska,Nance,31125,"3,274",41.0,12.7,28.6
OH,Ohio,Mahoning,39099,"225,596",38.6,14.8,28.2
MS,Mississippi,Chickasaw,28017,"16,866",43.3,18.4,38.9
IL,Illinois,Hamilton,17065,"7,911",40.0,13.9,26.8
TX,Texas,Goliad,48175,"7,144",37.0,15.6,30.4
MS,Mississippi,Sunflower,28133,"24,468",48.6,19.3,41.8
FL,Florida,Monroe,12087,"80,614",25.8,13.2,23.8
TX,Texas,Taylor,48441,"146,836",34.3,11.2,26.1
MN,Minnesota,Norman,27107,"6,329",35.6,12.5,26.7
TN,Tennessee,Hancock,47067,"6,956",43.0,20.3,39.0
AR,Arkansas,Grant,05053,"18,383",36.9,12.0,29.6
VA,Virginia,Pittsylvania,51143,"59,571",41.6,17.5,33.3
NM,New Mexico,Santa Fe,35049,"155,956",25.6,12.6,21.4
ME,Maine,Sagadahoc,23023,"37,513",29.6,10.8,22.2
LA,Louisiana,Tensas,22107,"3,764",48.4,25.1,43.1
WI,Wisconsin,Buffalo,55011,"13,419",39.6,12.8,29.9
IN,Indiana,Perry,18123,"19,209",37.6,13.4,25.8
SC,South Carolina,Greenwood,45047,"69,460",36.8,15.4,28.5
AZ,Arizona,Graham,04009,"39,525",36.0,11.4,25.6
SC,South Carolina,Edgefield,45037,"27,607",39.9,16.2,29.0
WV,West Virginia,Hardy,54031,"14,251",41.9,19.0,36.3
OH,Ohio,Pickaway,39129,"61,086",39.8,12.6,29.4
OH,Ohio,Wood,39173,"132,650",37.4,10.7,22.9
MS,Mississippi,Noxubee,28103,"9,914",46.4,21.2,42.1
ND,North Dakota,Rolette,38079,"11,728",50.2,17.9,34.5
MT,Montana,Park,30067,"17,903",30.4,10.5,22.2
UT,Utah,Beaver,49001,"7,233",28.5,9.8,19.3
OH,Ohio,Geauga,39055,"95,407",32.6,12.4,23.2
NH,New Hampshire,Carroll,33003,"52,448",30.7,10.7,20.5
ND,North Dakota,Billings,38007,"1,034",36.4,12.1,24.8
GA,Georgia,Long,13183,"19,594",38.4,12.4,29.7
MO,Missouri,Oregon,29149,"8,720",41.1,16.5,37.0
FL,Florida,Hernando,12053,"212,807",36.1,14.9,27.7
NE,Nebraska,Richardson,31147,"7,689",45.3,14.0,31.5
VA,Virginia,Madison,51113,"14,128",37.8,13.7,25.6
MI,Michigan,Antrim,26009,"24,409",36.4,12.8,23.3
IA,Iowa,Lee,19111,"32,565",37.6,12.9,28.1
KS,Kansas,Decatur,20039,"2,712",36.6,13.4,27.7
VA,Virginia,Colonial Heights,51570,"18,393",37.4,12.3,25.1
FL,Florida,Columbia,12023,"73,063",39.7,15.1,31.5
IL,Illinois,Grundy,17063,"53,578",36.4,10.3,22.3
CO,Colorado,Baca,08009,"3,344",29.9,13.4,26.0
NC,North Carolina,Bertie,37015,"16,922",43.0,19.3,34.2
KS,Kansas,Barber,20007,"4,071",38.6,13.8,29.5
NY,New York,Columbia,36021,"60,470",30.8,11.8,24.6
MI,Michigan,Wexford,26165,"34,122",39.0,13.0,26.4
UT,Utah,Grand,49019,"9,706",28.3,11.2,20.1
TX,Texas,El Paso,48141,"869,880",34.0,15.4,33.4
GA,Georgia,Talbot,13263,"5,718",43.1,22.1,37.7
NY,New York,Hamilton,36041,"5,082",31.0,13.4,27.0
TN,Tennessee,Polk,47139,"18,033",43.7,15.1,30.5
SD,South Dakota,Walworth,46129,"5,269",34.3,13.4,25.1
TN,Tennessee,Lewis,47101,"13,066",39.2,14.9,29.8
KS,Kansas,Pawnee,20145,"6,126",38.2,12.7,29.0
TX,Texas,Brazoria,48039,"398,938",36.3,12.0,25.6
NC,North Carolina,Vance,37181,"42,301",42.6,16.8,31.3
GA,Georgia,Jeff Davis,13161,"14,906",40.4,16.4,35.7
TX,Texas,Castro,48069,"7,227",38.2,15.5,34.2
CA,California,Solano,06095,"449,218",31.3,12.1,25.1
KS,Kansas,Leavenworth,20103,"83,518",39.8,10.8,23.2
AL,Alabama,Autauga,01001,"60,342",39.8,13.3,27.0
ME,Maine,Androscoggin,23001,"113,765",35.8,12.1,26.9
SC,South Carolina,Clarendon,45027,"31,004",38.0,19.6,33.7
IN,Indiana,Tippecanoe,18157,"188,792",27.9,10.0,20.9
ID,Idaho,Bannock,16005,"90,400",33.0,9.7,21.8
IL,Illinois,Moultrie,17139,"14,342",38.4,11.6,24.7
NM,New Mexico,Rio Arriba,35039,"39,876",39.9,17.2,30.8
MI,Michigan,Oakland,26125,"1,270,426",31.3,10.2,19.1
NC,North Carolina,New Hanover,37129,"238,852",31.1,10.6,20.9
NC,North Carolina,Martin,37117,"21,447",40.4,17.8,31.2
AK,Alaska,Northwest Arctic,02188,"7,361",40.6,14.1,30.2
MO,Missouri,Mercer,29129,"3,469",41.1,15.6,35.7
MO,Missouri,Montgomery,29139,"11,459",37.3,13.9,33.7
NE,Nebraska,Franklin,31061,"2,825",39.2,14.2,30.7
GA,Georgia,Lumpkin,13187,"35,258",28.9,11.5,24.8
FL,Florida,Jackson,12063,"48,622",38.7,15.6,31.7
SC,South Carolina,York,45091,"298,320",37.3,11.8,23.3
NY,New York,Livingston,36051,"61,158",30.8,10.1,23.1
MD,Maryland,Carroll,24013,"176,639",37.7,10.3,23.2
OH,Ohio,Hardin,39065,"30,368",40.3,12.9,30.4
NV,Nevada,Clark,32003,"2,336,573",31.4,12.4,27.1
GA,Georgia,Camden,13039,"58,118",37.2,12.3,27.1
KS,Kansas,Seward,20175,"21,067",42.7,13.4,37.5
AR,Arkansas,Prairie,05117,"8,036",40.3,15.1,34.9
MD,Maryland,Queen Anne's,24035,"52,508",29.4,11.6,20.9
GA,Georgia,Terrell,13273,"8,718",43.6,21.2,39.7
LA,Louisiana,St. Bernard,22087,"44,463",42.8,15.3,33.6
TN,Tennessee,Sumner,47165,"207,994",40.6,12.2,23.6
ID,Idaho,Lemhi,16059,"8,441",30.4,12.7,26.3
WA,Washington,Mason,53045,"68,389",35.9,12.2,21.4
IN,Indiana,Porter,18127,"175,335",39.9,12.5,25.5
VT,Vermont,Bennington,50003,"37,183",30.5,10.0,20.0
WI,Wisconsin,Iowa,55049,"23,956",38.7,11.3,28.3
NC,North Carolina,Edgecombe,37065,"48,832",43.7,17.9,33.5
OR,Oregon,Baker,41001,"16,912",37.7,13.6,21.3
OH,Ohio,Scioto,39145,"71,969",44.7,15.3,35.9
VA,Virginia,Norton,51720,"3,492",40.8,14.9,31.3
MO,Missouri,Webster,29225,"41,472",41.7,12.2,31.1
MS,Mississippi,Attala,28007,"17,359",42.6,16.9,37.3
AR,Arkansas,Benton,05007,"311,013",35.3,10.3,25.7
OH,Ohio,Muskingum,39119,"86,305",43.9,14.4,29.9
IL,Illinois,Shelby,17173,"20,568",37.6,13.0,24.8
IN,Indiana,Hendricks,18063,"186,387",36.4,11.1,19.8
MI,Michigan,Monroe,26115,"155,045",40.6,12.3,24.9
NY,New York,Sullivan,36105,"79,920",31.9,12.1,28.7
CA,California,Placer,06061,"423,561",27.3,9.8,19.1
CO,Colorado,Kiowa,08061,"1,384",27.1,11.8,21.7
OR,Oregon,Linn,41043,"131,496",40.1,12.0,22.6
TX,Texas,Hansford,48195,"5,071",36.8,13.6,31.0
MO,Missouri,Gentry,29075,"6,287",41.2,13.2,33.1
TX,Texas,Jackson,48239,"15,221",37.7,14.7,31.7
TN,Tennessee,Obion,47131,"30,411",40.2,16.2,32.2
SD,South Dakota,Day,46037,"5,451",34.8,14.7,26.8
SD,South Dakota,Hughes,46065,"17,624",34.0,10.8,21.9
VA,Virginia,Sussex,51183,"10,757",45.5,16.2,30.9
OH,Ohio,Cuyahoga,39035,"1,233,088",35.3,13.4,24.7
MS,Mississippi,Lee,28081,"82,799",36.4,13.9,32.1
TX,Texas,Zapata,48505,"13,736",43.7,20.8,47.1
NM,New Mexico,Harding,35021,624,35.3,19.6,32.2
TX,Texas,King,48269,217,37.8,16.8,32.5
MT,Montana,Golden Valley,30037,835,32.5,14.7,28.0
KS,Kansas,Wyandotte,20209,"165,281",40.7,14.5,34.7
TX,Texas,Angelina,48005,"87,319",40.8,14.9,33.4
WV,West Virginia,Tyler,54095,"7,919",42.8,17.6,34.9
VA,Virginia,Winchester,51840,"27,617",37.6,14.2,28.9
TX,Texas,Duval,48131,"9,604",41.2,18.8,41.1
TX,Texas,Limestone,48293,"22,250",39.7,16.1,32.8
MN,Minnesota,Wright,27171,"151,150",35.4,9.2,20.3
MS,Mississippi,George,28039,"25,619",37.2,13.1,31.7
CO,Colorado,Yuma,08125,"9,862",28.4,10.9,22.7
VA,Virginia,Salem,51775,"25,600",35.2,12.0,24.0
MO,Missouri,Pulaski,29169,"53,812",35.8,8.6,26.6
NC,North Carolina,Hyde,37095,"4,607",41.0,17.0,31.5
WI,Wisconsin,Price,55099,"14,102",42.5,14.8,31.7
IN,Indiana,Kosciusko,18085,"80,364",38.7,13.0,27.2
MO,Missouri,McDonald,29119,"23,903",43.0,15.8,38.5
TX,Texas,Lynn,48305,"5,761",38.6,15.2,32.5
ND,North Dakota,LaMoure,38045,"4,096",34.4,12.5,25.8
AL,Alabama,Bullock,01011,"9,897",51.3,24.6,44.2
NE,Nebraska,Red Willow,31145,"10,457",42.1,12.1,29.6
WI,Wisconsin,Taylor,55119,"20,058",44.3,12.8,32.1
IA,Iowa,Shelby,19165,"11,806",37.8,12.5,26.7
WV,West Virginia,Kanawha,54039,"174,805",40.3,15.6,32.3
MD,Maryland,Garrett,24023,"28,423",36.3,14.1,27.1
GA,Georgia,Gilmer,13123,"32,860",34.2,15.2,28.8
AR,Arkansas,Chicot,05017,"9,538",47.1,20.5,42.2
OH,Ohio,Miami,39109,"110,876",33.6,12.7,26.1
CO,Colorado,Arapahoe,08005,"656,061",26.1,8.5,18.0
MO,Missouri,Texas,29215,"25,619",42.1,15.8,36.5
OH,Ohio,Richland,39139,"125,064",39.0,14.5,30.2
VA,Virginia,Caroline,51033,"32,640",41.9,14.0,27.9
LA,Louisiana,Lafayette,22055,"249,750",34.5,13.0,24.4
FL,Florida,Sarasota,12115,"469,013",29.2,13.0,23.4
MI,Michigan,Isabella,26073,"64,118",39.5,10.5,25.5
IA,Iowa,Union,19175,"11,906",37.2,12.1,27.1
GA,Georgia,Elbert,13105,"20,013",38.2,16.6,32.7
IL,Illinois,Macoupin,17117,"44,018",37.0,12.8,25.0
GA,Georgia,Schley,13249,"4,526",37.4,15.1,29.5
SD,South Dakota,Davison,46035,"19,922",38.0,12.2,25.4
NC,North Carolina,Rowan,37159,"151,661",37.4,12.7,27.3
NJ,New Jersey,Somerset,34035,"348,842",26.3,10.1,20.8
VA,Virginia,Frederick,51069,"95,994",37.5,11.8,24.1
MO,Missouri,Jasper,29097,"125,056",40.0,12.8,32.4
IL,Illinois,Cumberland,17035,"10,261",38.7,11.9,23.3
NE,Nebraska,Gosper,31073,"1,847",38.4,12.4,26.5
CO,Colorado,Gilpin,08047,"5,926",25.5,9.6,16.2
IL,Illinois,Rock Island,17161,"141,236",39.6,13.1,24.9
MI,Michigan,Saginaw,26145,"187,782",36.6,14.1,30.6
CA,California,Kings,06031,"152,682",34.7,12.1,30.4
IL,Illinois,Adams,17001,"64,441",37.8,12.0,24.1
MS,Mississippi,Kemper,28069,"8,584",43.7,18.4,37.9
IA,Iowa,O'Brien,19141,"14,012",38.8,12.4,27.9
LA,Louisiana,Washington,22117,"44,865",45.5,17.8,37.7
MO,Missouri,Andrew,29003,"18,127",36.0,11.6,27.3
MO,Missouri,Caldwell,29025,"8,955",38.9,13.0,32.6
AL,Alabama,Chilton,01021,"46,431",40.0,14.1,31.1
OK,Oklahoma,Pottawatomie,40125,"73,791",41.2,13.0,32.2
NE,Nebraska,Kearney,31099,"6,770",38.3,10.8,24.8
WV,West Virginia,Marion,54049,"55,807",42.1,14.7,29.8
NJ,New Jersey,Monmouth,34025,"642,799",30.4,9.8,19.5
MS,Mississippi,Harrison,28047,"210,612",36.5,14.1,35.0
NE,Nebraska,Cherry,31031,"5,492",40.8,13.1,28.4
MT,Montana,Custer,30017,"11,985",32.6,10.5,23.6
FL,Florida,Volusia,12127,"590,357",32.7,13.5,25.5
FL,Florida,Union,12125,"15,532",41.6,14.5,30.7
AL,Alabama,Russell,01113,"58,744",43.0,17.3,33.2
MT,Montana,Yellowstone,30111,"170,843",34.0,9.5,20.8
WY,Wyoming,Albany,56001,"38,257",27.0,7.5,17.5
WI,Wisconsin,Ashland,55003,"16,079",41.2,13.9,31.5
LA,Louisiana,Iberia,22045,"67,659",42.5,17.1,35.2
TX,Texas,Gaines,48165,"22,523",36.1,11.8,31.8
TX,Texas,Medina,48325,"54,797",39.5,14.4,30.5
TX,Texas,Stonewall,48433,"1,218",35.8,15.8,32.2
NV,Nevada,Lander,32015,"5,769",35.1,13.0,28.5
MI,Michigan,Shiawassee,26155,"68,025",38.8,12.5,26.1
GA,Georgia,Upson,13293,"28,263",39.2,16.3,32.8
WV,West Virginia,Grant,54023,"10,921",43.2,16.6,33.8
ND,North Dakota,Slope,38087,674,38.3,14.6,27.0
WY,Wyoming,Platte,56031,"8,546",35.8,13.5,29.3
HI,Hawaii,Kalawao,15005,81,38.5,22.1,29.8
AR,Arkansas,Howard,05061,"12,533",39.4,15.2,36.0
VA,Virginia,Buena Vista,51530,"6,566",37.0,12.9,27.8
WV,West Virginia,Wetzel,54103,"13,890",42.4,16.7,36.9
NE,Nebraska,Seward,31159,"17,671",34.5,9.5,23.7
NY,New York,Oswego,36075,"118,162",36.4,11.2,28.5
GA,Georgia,Pickens,13227,"35,969",35.0,13.6,26.6
OK,Oklahoma,Noble,40103,"10,832",41.6,13.3,33.3
LA,Louisiana,St. Martin,22099,"51,057",45.3,15.5,33.3
ND,North Dakota,Burleigh,38015,"100,012",35.2,9.3,18.4
IA,Iowa,Black Hawk,19013,"130,471",40.4,11.6,23.6
RI,Rhode Island,Providence,44007,"660,615",33.4,11.6,28.7
IN,Indiana,DeKalb,18033,"44,198",43.7,12.8,25.7
TN,Tennessee,Davidson,47037,"712,334",32.3,11.2,24.7
VA,Virginia,Lexington,51678,"7,528",29.1,7.8,19.5
MI,Michigan,Lake,26085,"12,734",40.5,17.2,34.1
OK,Oklahoma,Canadian,40017,"175,829",39.0,10.4,26.8
TN,Tennessee,Blount,47009,"141,456",36.3,13.4,25.8
NY,New York,Richmond,36085,"490,687",30.3,11.9,26.5
TX,Texas,Presidio,48377,"5,795",41.0,22.2,43.7
GA,Georgia,Jones,13169,"28,969",39.8,14.4,30.0
MI,Michigan,Alcona,26001,"10,489",39.0,16.0,28.7
IA,Iowa,Crawford,19047,"16,013",42.6,14.3,32.5
MN,Minnesota,Chippewa,27023,"12,172",40.4,12.8,28.9
TN,Tennessee,Knox,47093,"500,669",33.5,12.0,23.3
TX,Texas,Hartley,48205,"5,145",34.5,12.0,26.8
WY,Wyoming,Big Horn,56003,"12,018",33.8,12.6,28.0
OK,Oklahoma,Kay,40071,"43,641",42.6,14.1,32.1
MI,Michigan,Grand Traverse,26055,"96,421",35.3,10.7,22.5
IL,Illinois,Woodford,17203,"38,285",37.3,10.6,20.6
NC,North Carolina,Dare,37055,"38,110",31.6,11.2,20.2
NC,North Carolina,Wilkes,37193,"66,013",38.0,13.9,28.0
TN,Tennessee,Greene,47059,"72,577",40.6,15.4,31.1
NV,Nevada,Pershing,32027,"6,364",35.7,12.1,26.5
MN,Minnesota,Hennepin,27053,"1,258,713",27.1,8.1,18.9
IN,Indiana,Marion,18097,"968,460",38.3,13.0,24.3
KS,Kansas,Edwards,20047,"2,733",39.9,14.3,32.2
MT,Montana,Ravalli,30081,"47,738",31.9,10.4,20.4
TX,Texas,Dallam,48111,"7,237",39.6,14.7,35.6
VA,Virginia,Scott,51169,"21,433",38.3,16.4,31.4
KS,Kansas,Lyon,20111,"32,172",37.8,11.5,29.2
NC,North Carolina,Moore,37125,"106,898",32.6,11.5,21.0
VA,Virginia,Culpeper,51047,"54,973",38.5,12.8,25.9
FL,Florida,Gadsden,12039,"43,833",44.6,19.2,31.4
ND,North Dakota,Ward,38101,"68,332",33.9,8.8,22.6
GA,Georgia,Washington,13303,"19,820",43.1,18.7,34.9
MN,Minnesota,Lake of the Woods,27077,"3,778",36.2,12.9,25.8
AR,Arkansas,Logan,05083,"21,400",38.1,14.4,33.8
OK,Oklahoma,Cleveland,40027,"301,193",36.3,10.9,26.6
MO,Missouri,Clark,29045,"6,641",41.7,14.9,35.4
MA,Massachusetts,Dukes,25007,"20,819",25.5,10.6,19.0
KS,Kansas,Haskell,20081,"3,630",41.8,13.2,32.9
SC,South Carolina,Sumter,45085,"104,165",42.7,15.8,27.4
MS,Mississippi,Perry,28111,"11,315",43.7,16.2,36.3
IL,Illinois,Piatt,17147,"16,714",35.1,10.9,20.8
TX,Texas,Cottle,48101,"1,294",40.6,18.8,35.4
IA,Iowa,Guthrie,19077,"10,722",37.2,12.4,26.1
AR,Arkansas,Saline,05125,"129,574",34.5,11.3,29.1
GA,Georgia,Bulloch,13031,"84,327",38.9,11.5,25.7
MD,Maryland,Anne Arundel,24003,"594,582",34.5,10.4,20.5
NE,Nebraska,Webster,31181,"3,351",39.1,12.9,27.0
WI,Wisconsin,St. Croix,55109,"96,763",36.3,9.6,24.1
KS,Kansas,Chase,20017,"2,579",38.2,13.9,29.8
AR,Arkansas,Woodruff,05147,"5,964",39.2,18.3,40.7
NY,New York,Cayuga,36011,"74,485",35.7,11.8,28.1
OR,Oregon,Crook,41013,"26,952",36.1,12.5,21.2
SC,South Carolina,Lee,45061,"15,967",43.7,20.1,36.2
TX,Texas,Runnels,48399,"9,868",35.9,14.7,31.0
WA,Washington,Kittitas,53037,"45,508",34.7,9.7,19.4
OH,Ohio,Allen,39003,"100,838",39.7,14.5,29.3
TN,Tennessee,Benton,47005,"16,103",40.8,16.9,33.8
NC,North Carolina,Cleveland,37045,"101,378",38.6,13.6,27.5
TN,Tennessee,Monroe,47123,"48,594",39.1,15.9,31.9
MI,Michigan,Berrien,26021,"152,261",38.8,13.5,27.2
LA,Louisiana,Catahoula,22025,"8,414",41.8,17.7,36.9
TX,Texas,Webb,48479,"269,148",42.1,16.1,39.2
TX,Texas,Brooks,48047,"6,848",42.6,19.8,42.8
NJ,New Jersey,Essex,34013,"851,117",29.6,12.0,28.9
AL,Alabama,Lowndes,01085,"9,717",51.2,24.1,41.4
WA,Washington,Spokane,53063,"551,455",34.7,10.2,19.3
OR,Oregon,Klamath,41035,"70,003",37.9,14.1,26.3
CO,Colorado,Montrose,08085,"44,156",27.5,11.5,21.6
MN,Minnesota,Swift,27151,"9,719",38.4,13.2,28.2
MO,Missouri,St. Charles,29183,"416,659",35.7,10.3,23.2
IN,Indiana,Vigo,18167,"106,153",41.0,13.7,25.7
MS,Mississippi,Lawrence,28077,"11,741",46.3,18.8,40.8
IN,Indiana,Clay,18021,"26,460",43.3,14.2,27.6
ND,North Dakota,Mercer,38057,"8,309",39.8,12.2,25.3
IA,Iowa,Jefferson,19101,"15,440",39.6,13.2,25.9
GA,Georgia,Clarke,13059,"129,933",30.2,10.9,25.0
AL,Alabama,DeKalb,01049,"72,569",38.6,15.7,33.8
KS,Kansas,Russell,20167,"6,723",41.5,13.9,31.0
IA,Iowa,Winnebago,19189,"10,571",38.4,11.6,24.8
WI,Wisconsin,Milwaukee,55079,"916,205",38.6,13.1,27.8
MT,Montana,Fergus,30027,"11,772",31.2,11.4,23.8
ND,North Dakota,Grant,38037,"2,215",41.3,15.2,30.9
NC,North Carolina,Haywood,37087,"62,969",33.3,12.4,23.9
MT,Montana,Toole,30101,"5,133",35.6,11.5,26.7
MT,Montana,Sheridan,30091,"3,498",35.5,11.5,23.7
NC,North Carolina,Davie,37059,"44,599",33.4,12.1,23.6
VA,Virginia,Orange,51137,"38,574",37.1,12.9,25.0
MN,Minnesota,Mahnomen,27087,"5,280",43.8,16.8,34.5
MT,Montana,Big Horn,30003,"12,751",35.5,15.1,28.3
MN,Minnesota,Sherburne,27141,"102,206",39.0,9.0,23.2
CO,Colorado,San Juan,08111,802,26.4,10.2,17.4
OH,Ohio,Holmes,39075,"44,386",38.2,12.7,33.9
WY,Wyoming,Uinta,56041,"20,745",34.4,11.0,25.9
NE,Nebraska,Phelps,31137,"9,057",38.6,11.5,27.2
MS,Mississippi,Union,28145,"28,284",41.6,14.1,33.5
DE,Delaware,Sussex,10005,"263,509",33.8,14.2,27.9
OK,Oklahoma,Lincoln,40081,"34,562",44.1,14.1,33.3
ID,Idaho,Camas,16025,"1,232",29.7,11.8,23.3
MN,Minnesota,Murray,27101,"8,049",36.3,12.6,26.9
TN,Tennessee,Union,47173,"20,741",40.3,14.6,29.5
SD,South Dakota,Jones,46075,855,35.4,14.7,27.2
OH,Ohio,Fairfield,39045,"165,360",35.6,12.2,24.4
VA,Virginia,Amherst,51009,"31,396",39.3,15.1,29.0
MO,Missouri,Howard,29089,"10,101",34.8,12.0,29.2
NC,North Carolina,Randolph,37151,"147,458",39.9,13.2,27.8
VT,Vermont,Windham,50025,"45,966",25.9,9.8,19.8
GA,Georgia,Douglas,13097,"149,160",36.3,13.6,27.0
NM,New Mexico,De Baca,35011,"1,657",32.5,15.3,27.7
OK,Oklahoma,Beaver,40007,"5,018",38.4,13.9,33.9
AL,Alabama,Lamar,01075,"13,661",40.8,16.7,32.3
NC,North Carolina,Cabarrus,37025,"240,016",33.3,10.8,21.7
MO,Missouri,Douglas,29067,"12,228",38.0,15.3,34.8
MI,Michigan,Ingham,26065,"284,637",34.5,10.2,22.0
NE,Nebraska,Jefferson,31095,"7,054",37.4,13.4,29.4
TX,Texas,Atascosa,48013,"51,784",42.2,15.4,35.0
SD,South Dakota,Lyman,46085,"3,705",40.1,15.8,30.1
WA,Washington,Chelan,53007,"79,997",29.1,10.7,20.6
MA,Massachusetts,Nantucket,25019,"14,444",27.7,8.6,17.2
MT,Montana,Lake,30047,"33,338",33.0,12.2,23.7
MS,Mississippi,Winston,28159,"17,416",41.7,19.5,37.9
AL,Alabama,Elmore,01051,"90,441",38.9,13.0,26.2
MI,Michigan,Dickinson,26043,"25,982",38.1,12.6,25.7
VA,Virginia,King George,51099,"28,568",36.1,11.6,23.1
NY,New York,Washington,36115,"60,047",31.4,11.2,26.7
IL,Illinois,McDonough,17109,"26,839",36.3,11.4,23.4
CO,Colorado,Costilla,08023,"3,628",31.6,17.0,28.7
TX,Texas,Kendall,48259,"50,537",34.3,11.1,21.2
GA,Georgia,Appling,13001,"18,457",40.6,17.4,35.1
MT,Montana,Madison,30057,"9,521",28.7,10.6,19.4
WY,Wyoming,Lincoln,56023,"20,880",35.4,11.4,24.5
AL,Alabama,Perry,01105,"7,738",52.9,24.6,42.1
MS,Mississippi,Calhoun,28013,"12,685",41.1,18.2,37.6
IN,Indiana,Gibson,18051,"32,904",39.4,13.0,25.8
MI,Michigan,Menominee,26109,"22,945",38.9,13.9,27.7
AL,Alabama,Cleburne,01029,"15,639",37.4,14.6,30.5
NE,Nebraska,Knox,31107,"8,298",39.8,14.1,29.9
TX,Texas,Fort Bend,48157,"916,778",30.1,12.0,24.3
SC,South Carolina,Cherokee,45021,"56,714",38.8,15.0,31.4
VA,Virginia,Alexandria,51510,"155,230",32.0,9.9,19.5
WV,West Virginia,Pleasants,54073,"7,428",44.0,14.9,33.0
ID,Idaho,Clearwater,16035,"9,214",31.8,13.1,25.4
NJ,New Jersey,Salem,34033,"65,338",34.0,11.9,27.9
MS,Mississippi,Issaquena,28055,"1,256",45.3,16.4,41.0
TX,Texas,Smith,48423,"245,209",37.5,13.2,27.0
VT,Vermont,Lamoille,50015,"26,060",29.2,8.3,19.4
NC,North Carolina,Washington,37187,"10,713",43.6,20.6,35.0
TX,Texas,Uvalde,48463,"24,960",40.1,15.7,34.5
ND,North Dakota,Towner,38095,"2,030",43.9,15.0,30.3
AR,Arkansas,White,05145,"78,452",39.7,12.6,32.5
TX,Texas,Navarro,48349,"55,635",38.1,15.3,32.9
NV,Nevada,Nye,32023,"55,720",39.7,15.7,32.1
NE,Nebraska,Blaine,31009,436,39.3,13.3,29.2
MI,Michigan,Ontonagon,26131,"5,906",37.0,16.5,28.9
WI,Wisconsin,Waupaca,55135,"51,388",38.2,13.1,28.7
TX,Texas,Lavaca,48285,"20,571",36.3,14.6,29.7
IN,Indiana,Fayette,18041,"23,362",44.9,15.4,29.6
SC,South Carolina,Georgetown,45043,"65,731",31.8,16.9,25.2
IN,Indiana,Warrick,18173,"65,867",34.0,11.6,21.2
WV,West Virginia,Wood,54107,"83,052",43.5,16.6,33.1
FL,Florida,Pasco,12101,"632,996",31.8,12.8,26.5
GA,Georgia,Pulaski,13235,"10,095",40.8,16.8,34.2
NY,New York,Rensselaer,36083,"159,305",31.5,9.9,23.2
WI,Wisconsin,Dodge,55027,"88,231",42.8,11.3,28.4
AZ,Arizona,Yavapai,04025,"249,081",27.0,12.1,22.5
TX,Texas,Parmer,48369,"9,617",37.0,15.0,33.8
NC,North Carolina,Carteret,37031,"69,615",34.0,12.5,22.1
TN,Tennessee,Rhea,47143,"33,924",42.5,15.7,31.2
OR,Oregon,Curry,41015,"23,296",38.4,15.7,23.8
MN,Minnesota,Clearwater,27029,"8,644",34.5,12.8,28.6
TN,Tennessee,Cocke,47029,"37,404",40.3,17.2,33.3
NY,New York,New York,36061,"1,597,451",19.2,8.9,20.4
MI,Michigan,Huron,26063,"30,927",38.6,14.3,28.8
ID,Idaho,Nez Perce,16069,"42,987",37.7,10.8,25.2
MN,Minnesota,Brown,27015,"25,628",35.5,11.5,24.8
IL,Illinois,Edgar,17045,"16,334",37.5,13.6,26.8
IA,Iowa,Iowa,19095,"16,381",43.4,11.7,24.8
MO,Missouri,Cooper,29053,"16,947",37.5,12.2,30.7
KS,Kansas,Finney,20055,"37,466",37.3,13.1,33.0
IN,Indiana,Benton,18007,"8,729",42.4,14.2,28.1
IN,Indiana,Monroe,18105,"139,342",32.5,9.9,20.6
IA,Iowa,Butler,19023,"14,172",39.3,12.6,28.0
AR,Arkansas,Columbia,05027,"22,150",37.7,14.4,34.5
FL,Florida,Hamilton,12047,"13,471",41.5,17.6,32.9
TX,Texas,Martin,48317,"5,216",36.0,12.1,29.3
WY,Wyoming,Crook,56011,"7,592",32.6,11.5,24.5
NM,New Mexico,Taos,35055,"34,405",27.9,15.2,25.2
MI,Michigan,Washtenaw,26161,"365,536",27.5,8.7,16.1
MI,Michigan,Livingston,26093,"196,757",32.3,9.7,20.9
OK,Oklahoma,Nowata,40105,"9,438",40.5,15.2,35.1
